0,屋号,営業所所在地,営業所所在地ビル名,営業者氏名,営業者住所,営業の種類,申請区分,営業所電話番号,初回許可日,営業者電話番号,代表者氏名
7898,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,魚介類販売業(包装),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
7899,ローソン立川曙橋店,東京都立川市曙町２丁目１０番１号,ぶどうやビル１階,有限会社ふじや,東京都昭島市昭和町２丁目３番７号クレスト近江ビル６０２号室,食料品等販売業(店舗),更新,042-528-2823,2011/4/12,042-545-2976,藤川　晃
7900,ＡＳＩＡＴＩQＵＥ,東京都立川市曙町２丁目１１番２号,フロム中武１Ｆ,株式会社ＫＥＳＨＡＶ　ＥＮＴＥＲＰＲＩＳＥＳ,東京都港区新橋５丁目３４番地６,飲食店営業(一般飲食店),新規,042-512-5790,2017/12/7,03-3431-7147,パルス・ラム・ネウパネ
7901,中華食堂　日高屋立川曙町店,東京都立川市曙町２丁目１１番７号,立川リージェントビル1階,株式会社ハイデイ日高,埼玉県さいたま市大宮区大門町三丁目１０５番地,飲食店営業(一般飲食店),更新,042-527-7418,2010/10/1,048-644-8447,高橋　均
7902,鳥貴族　立川北口店,東京都立川市曙町２丁目１１番７号,立川リージェントビル３階,株式会社鳥貴族,大阪府大阪市浪速区立葉１丁目２番１２号,飲食店営業(一般飲食店),更新,042-595-8553,2011/10/5,06-6562-5333,大倉忠司
7903,BRUT,東京都立川市曙町２丁目１２番１５号,立川金水ビル２F,株式会社イデアコーポレーション,兵庫県神戸市中央区京町７８三宮京町ビル,飲食店営業(一般飲食店),新規,042-528-6023,2017/8/30,078-335-6435,砂泊　慶昭
7904,ケンタッキーフライドチキン立川店,東京都立川市曙町２丁目１２番１６号,,日本ケンタッキー・フライド・チキン株式会社,神奈川県横浜市西区みなとみらい４丁目４番５号,菓子製造業(その他の菓子製造業),更新,042-528-7320,1987/9/1,045-664-2810,近藤　正樹
7905,玉河,東京都立川市曙町２丁目１２番１９号,曙ビル地下,有限会社　玉河,東京都立川市曙町２丁目１２番１９号,飲食店営業(一般飲食店),更新,042-522-2654,1974/9/6,042-522-4088,野村　武志
7906,喫茶室ルノアール,東京都立川市曙町２丁目１３番１０号,カヤトビル２Ｆ,株式会社　銀座ルノアール,東京都中野区中央四丁目６０番３号,飲食店営業(一般飲食店),更新,042-525-3917,1983/7/20,03-5342-0881,小宮山　誠
7907,くいもの屋　わん　立川店,東京都立川市曙町２丁目１３番１０号,カヤトビルB1F,株式会社オーイズミフーズ,神奈川県伊勢原市伊勢原２丁目５番４３号,飲食店営業(一般飲食店),更新,042-521-6117,2003/9/18,046-297-2511,大泉　賢治
7908,二十九代目哲麺立川北口店,東京都立川市曙町２丁目１３番１０号,賀屋登ビル１Ｆ,株式会社フードマン,東京都西多摩郡瑞穂町長岡３丁目４番地８,飲食店営業(一般飲食店),更新,042-595-8411,2011/9/22,042-556-1760,高橋　光一郎
7909,立川鉄板酒場BOTA,東京都立川市曙町２丁目１４番１０号,マルヤサンカクビル３F,株式会社Foorich,東京都立川市錦町２丁目１番１２号田代ビル１F,飲食店営業(一般飲食店),新規,042-512-9684,2017/5/1,042-512-9684,増子　剛
7910,丸山餃子会館,東京都立川市曙町２丁目１４番２４号,,,,飲食店営業(一般飲食店),更新,042-525-2434,1992/8/7,,
7911,世界の山ちゃん　立川北口店,東京都立川市曙町２丁目１４番３３号,福井ビル２階,株式会社エスワイフード,愛知県名古屋市中区新栄１丁目２２番２４号,飲食店営業(一般飲食店),新規,042-595-9629,2017/12/27,052-259-2782,山本　久美
7912,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",飲食店営業(一般飲食店),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7913,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",菓子製造業(その他の菓子製造業),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7914,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",乳類販売業(ショーケース売り),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7915,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",食肉販売業(包装),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7916,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",魚介類販売業(包装),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7917,ファミリーマート　立川郵便局前,東京都立川市曙町２丁目１４番３３号,,日本エコロジー株式会社,"東京都千代田区内神田２丁目４番４号
ME内神田ビル２F",食料品等販売業(店舗),新規,042-540-6026,2017/12/11,03-3526-2766,井口　雅彦
7918,ファミリーマート　立川郵便局前店,東京都立川市曙町２丁目１４番３３号,福井ビル,,,菓子製造業(パン製造業),新規,042-540-0367,2017/5/15,,
7919,Ｖｉｓｔａ,東京都立川市曙町２丁目１５番１１号,第7グリーンビル１階,株式会社ＬＨＣ,東京都立川市曙町２丁目１５番１１号第7グリーンビル2階,飲食店営業(バー・キャバレー),更新,042-595-9133,2011/10/3,,中村　義彦
7920,MAX　TOKYO,東京都立川市曙町２丁目１５番１４号,ヒロセビル１１　３階,,,飲食店営業(一般飲食店),新規,,2017/4/25,,
7921,焼肉　いのうえ　立川店,東京都立川市曙町２丁目１５番２１号,尾崎ビル地下１階,株式会社アイティープラス,東京都国分寺市本町１丁目５番１２号,飲食店営業(一般飲食店),新規,042-512-9924,2017/8/16,042-300-3330,井上　武夫
7922,カウンティ　クレア,東京都立川市曙町２丁目１５番２１号,尾崎ビル２F,株式会社イデアコーポレーション,兵庫県神戸市中央区京町７８三宮京町ビル,飲食店営業(一般飲食店),新規,042-523-8307,2017/8/30,078-335-6435,砂泊　慶昭
7923,チバラキ酒場,東京都立川市曙町２丁目１５番２２号,曙町２丁目店舗２F、３F,株式会社インベストヴィジョン,東京都立川市曙町２丁目１７番５号,飲食店営業(一般飲食店),新規,042-595-6928,2017/9/6,042-528-2811,井口　望
7924,ＷＡＢＡＲ,東京都立川市曙町２丁目１６番１号,立川屋台村パラダイスＣ－３,リファイン株式会社,東京都小平市小川町１丁目３９７番地の６,飲食店営業(一般飲食店),新規,042-595-6883,2017/5/25,042-313-4074,明田　剛
7925,横浜家系　麺屋はやぶさ,東京都立川市曙町２丁目１６番１号,,株式会社フクダコーポレーション,東京都立川市曙町２丁目１６番１号,飲食店営業(一般飲食店),更新,042-527-1192,2011/9/28,042-527-1192,福田　遥夏
7926,ゑびす屋,東京都立川市曙町２丁目１６番１号,屋台村パラダイスＢ－４,有限会社中田企画,東京都立川市若葉町４丁目１２番地の１４,飲食店営業(一般飲食店),更新,042-848-6482,2011/2/16,042-538-7727,中田　繁
7927,管理栄養士が本気で考えた　海老水餃子と有機野菜を出すBAR,東京都立川市曙町２丁目１６番１号,B-1,,,飲食店営業(一般飲食店),新規,,2017/2/28,,
7928,かぁさんち。,東京都立川市曙町２丁目１６番１号,立川屋台村パラダイス内Ｂ－２,,,飲食店営業(一般飲食店),更新,,2011/3/16,,
7929,旅人食堂　立川店,東京都立川市曙町２丁目１６番６号,,有限会社コパアミューズメント,東京都武蔵野市吉祥寺東町１丁目６番１号,飲食店営業(一般飲食店),更新,042-524-0933,2011/5/11,0422-21-8522,入江　成夫
7930,らあめん花月嵐　立川北口店,東京都立川市曙町２丁目１７番１５号,サンライズビル１Ｆ,,,飲食店営業(一般飲食店),更新,,2011/2/9,,
7931,カフェアバン,東京都立川市曙町２丁目１７番１５号,サンライズビル２Ｆ,,,飲食店営業(一般飲食店),更新,042-527-4479,1979/7/7,,
7932,鳴門鯛焼本舗　立川店,東京都立川市曙町２丁目１７番２号,,ドリームアドバンス株式会社,大阪府東大阪市大蓮南四丁目２３番２３号,喫茶店営業(店舗),新規,042-595-7443,2017/8/3,06-6730-2600,利川　邦吉
7933,鳴門鯛焼本舗　立川店,東京都立川市曙町２丁目１７番２号,,ドリームアドバンス株式会社,大阪府東大阪市大蓮南四丁目２３番２３号,菓子製造業(その他の菓子製造業),新規,042-595-7443,2017/8/3,06-6730-2600,利川　邦吉
7934,花のれん,東京都立川市曙町２丁目１７番５号,杉田ビル２Ｆ東側,,,飲食店営業(一般飲食店),更新,042-527-2903,1994/12/1,,
7935,ステーキ　テキサス,東京都立川市曙町２丁目１７番５号,,,,飲食店営業(一般飲食店),新規,042-522-6214,2017/1/18,,
7936,テイクザハニー立川ドン・キホーテ店,東京都立川市曙町２丁目１８番１８号,,株式会社テイクザハニー,東京都東大和市南街１丁目２番地の２,飲食店営業(一般飲食店),新規,042-595-8236,2017/1/13,042-590-8201,大橋　伸夫
7937,テイクザハニー立川ドン・キホーテ店,東京都立川市曙町２丁目１８番１８号,,株式会社テイクザハニー,東京都東大和市南街１丁目２番地の２,菓子製造業(その他の菓子製造業),新規,042-595-8236,2017/1/13,042-590-8201,大橋　伸夫
7938,ヴィクセンス,東京都立川市曙町２丁目１８番５号,ﾌｫｰﾁｭﾝｽｸｴｱ ﾓﾘﾀﾋﾞﾙ１Ｆ,有限会社　グレイス,東京都立川市曙町２丁目１８番５号,飲食店営業(バー・キャバレー),更新,042-521-2273,1999/11/12,,武藤　誠一
7939,生クリーム専門店ミルク,東京都立川市曙町２丁目１番１号,ルミネ立川１F,株式会社オペレーションファクトリー,大阪市西区北堀江一丁目１２番１０号,喫茶店営業(店舗),新規,042-512-7373,2017/10/31,06-6535-9006,笠島　明裕
7940,生クリーム専門店ミルク,東京都立川市曙町２丁目１番１号,ルミネ立川１F,株式会社オペレーションファクトリー,大阪市西区北堀江一丁目１２番１０号,菓子製造業(その他の菓子製造業),新規,042-512-7373,2017/10/31,06-6535-9006,笠島　明裕
7941,生クリーム専門店ミルク,東京都立川市曙町２丁目１番１号,ルミネ立川１F,株式会社オペレーションファクトリー,大阪市西区北堀江一丁目１２番１０号,アイスクリーム類製造業,新規,042-512-7373,2017/10/31,06-6535-9006,笠島　明裕
7942,ＲＦ１　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川１Ｆ,株式会社ロック・フィールド,神戸市東灘区魚崎浜町１５番地２,飲食店営業(そうざい店),新規,042-521-7250,2017/7/7,078-435-2800,岩田　弘三
7943,ＲＦ１　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川１Ｆ,株式会社ロック・フィールド,神戸市東灘区魚崎浜町１５番地２,食料品等販売業(店舗),新規,042-521-7250,2017/7/7,078-435-2800,岩田　弘三
7944,成城石井　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川　１階,株式会社成城石井,東京都世田谷区成城６丁目１１番４号,乳類販売業(ショーケース売り),新規,042-595-8005,2017/4/26,03-3482-0111,原　昭彦
7945,成城石井　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川　１階,株式会社成城石井,東京都世田谷区成城６丁目１１番４号,食肉販売業(包装),新規,042-595-8005,2017/4/26,03-3482-0111,原　昭彦
7946,成城石井　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川　１階,株式会社成城石井,東京都世田谷区成城６丁目１１番４号,魚介類販売業(包装),新規,042-595-8005,2017/4/26,03-3482-0111,原　昭彦
7947,成城石井　ルミネ立川店,東京都立川市曙町２丁目１番１号,ルミネ立川　１階,株式会社成城石井,東京都世田谷区成城６丁目１１番４号,食料品等販売業(包装),新規,042-595-8005,2017/4/26,03-3482-0111,原　昭彦
